iterations,fitness_level
0,12.963931015088294
1,12.963931015088294
2,12.963931015088294
3,12.849659859569346
4,12.849659859569346
5,12.849659859569346
6,12.849659859569346
7,12.849659859569346
8,12.849659859569346
9,12.849659859569346
10,12.849659859569346
11,12.849659859569346
12,12.849659859569346
13,12.849659859569346
14,12.849659859569346
15,12.849659859569346
16,12.849659859569346
17,12.645267431116826
18,12.645267431116826
19,12.645267431116826
20,12.645267431116826
21,12.645267431116826
22,12.645267431116826
23,12.645267431116826
24,12.645267431116826
25,12.645267431116826
26,12.645267431116826
27,12.645267431116826
28,12.645267431116826
29,11.055761018722688
30,11.055761018722688
31,11.055761018722688
32,11.055761018722688
33,11.055761018722688
34,11.055761018722688
35,11.055761018722688
36,11.055761018722688
37,11.055761018722688
38,11.055761018722688
39,11.055761018722688
40,11.055761018722688
41,11.055761018722688
42,11.055761018722688
43,11.055761018722688
44,11.007506758879622
45,11.007506758879622
46,11.007506758879622
47,11.007506758879622
48,11.007506758879622
49,11.007506758879622
50,11.007506758879622
51,10.543137986926572
52,10.543137986926572
53,10.543137986926572
54,10.543137986926572
55,10.543137986926572
56,10.543137986926572
57,10.543137986926572
58,10.543137986926572
59,10.543137986926572
60,10.543137986926572
61,10.543137986926572
62,10.543137986926572
63,10.543137986926572
64,10.543137986926572
65,10.543137986926572
66,10.543137986926572
67,10.543137986926572
68,10.543137986926572
69,10.169305864430921
70,10.169305864430921
71,10.169305864430921
72,10.169305864430921
73,10.169305864430921
74,10.169305864430921
75,10.169305864430921
76,10.169305864430921
77,10.169305864430921
78,10.169305864430921
79,10.169305864430921
80,10.169305864430921
81,10.09678909837721
82,10.09678909837721
83,10.09678909837721
84,10.09678909837721
85,10.09678909837721
86,10.09678909837721
87,10.09678909837721
88,10.09678909837721
89,10.09678909837721
90,10.09678909837721
91,10.09678909837721
92,10.09678909837721
93,10.09678909837721
94,10.09678909837721
95,10.09678909837721
96,10.09678909837721
97,10.09678909837721
98,10.09678909837721
99,10.09678909837721
