iterations,fitness_level
0,127.64355127331189
1,127.64355127331189
2,127.64355127331189
3,127.64355127331189
4,127.64355127331189
5,127.64355127331189
6,127.64355127331189
7,127.64355127331189
8,127.64355127331189
9,127.64355127331189
10,127.64355127331189
11,127.64355127331189
12,127.64355127331189
13,127.64355127331189
14,127.64355127331189
15,127.64355127331189
16,127.64355127331189
17,127.64355127331189
18,127.64355127331189
19,127.64355127331189
20,116.14126546803263
21,116.14126546803263
22,116.14126546803263
23,116.14126546803263
24,116.14126546803263
25,116.14126546803263
26,116.14126546803263
27,116.14126546803263
28,116.14126546803263
29,116.14126546803263
30,116.14126546803263
31,116.14126546803263
32,112.00620731676528
33,112.00620731676528
34,112.00620731676528
35,112.00620731676528
36,112.00620731676528
37,112.00620731676528
38,112.00620731676528
39,112.00620731676528
40,112.00620731676528
41,112.00620731676528
42,112.00620731676528
43,112.00620731676528
44,112.00620731676528
45,112.00620731676528
46,112.00620731676528
47,112.00620731676528
48,112.00620731676528
49,112.00620731676528
50,112.00620731676528
51,112.00620731676528
52,112.00620731676528
53,112.00620731676528
54,112.00620731676528
55,112.00620731676528
56,112.00620731676528
57,112.00620731676528
58,112.00620731676528
59,112.00620731676528
60,112.00620731676528
61,102.66670283395918
62,102.66670283395918
63,102.66670283395918
64,82.69861252865199
65,82.69861252865199
66,82.69861252865199
67,82.69861252865199
68,82.69861252865199
69,82.69861252865199
70,82.69861252865199
71,82.69861252865199
72,82.69861252865199
73,82.69861252865199
74,82.69861252865199
75,82.69861252865199
76,82.69861252865199
77,82.69861252865199
78,82.69861252865199
79,82.69861252865199
80,82.69861252865199
81,82.69861252865199
82,82.69861252865199
83,82.69861252865199
84,82.69861252865199
85,82.69861252865199
86,82.69861252865199
87,82.69861252865199
88,82.69861252865199
89,82.69861252865199
90,82.69861252865199
91,82.69861252865199
92,82.69861252865199
93,82.69861252865199
94,82.69861252865199
95,82.69861252865199
96,82.69861252865199
97,82.69861252865199
98,82.69861252865199
99,82.69861252865199
