iterations,fitness_level
0,74.65847318047459
1,74.65847318047459
2,74.65847318047459
3,73.74159868864966
4,73.74159868864966
5,73.74159868864966
6,73.74159868864966
7,73.74159868864966
8,73.74159868864966
9,73.74159868864966
10,73.74159868864966
11,73.74159868864966
12,62.591558743342674
13,62.591558743342674
14,62.591558743342674
15,62.591558743342674
16,62.591558743342674
17,62.591558743342674
18,62.591558743342674
19,62.591558743342674
20,62.591558743342674
21,62.591558743342674
22,62.591558743342674
23,62.591558743342674
24,53.22068640927153
25,53.22068640927153
26,53.22068640927153
27,53.22068640927153
28,53.22068640927153
29,53.22068640927153
30,52.58191287907862
31,52.58191287907862
32,52.58191287907862
33,52.58191287907862
34,52.58191287907862
35,52.58191287907862
36,52.58191287907862
37,52.58191287907862
38,52.58191287907862
39,52.58191287907862
40,52.58191287907862
41,52.58191287907862
42,52.58191287907862
43,52.58191287907862
44,52.58191287907862
45,52.58191287907862
46,52.58191287907862
47,52.58191287907862
48,52.58191287907862
49,52.58191287907862
50,30.30223324879968
51,30.30223324879968
52,30.30223324879968
53,30.30223324879968
54,30.30223324879968
55,30.30223324879968
56,30.30223324879968
57,30.30223324879968
58,30.30223324879968
59,30.30223324879968
60,30.30223324879968
61,30.30223324879968
62,30.30223324879968
63,30.30223324879968
64,30.30223324879968
65,30.30223324879968
66,30.30223324879968
67,30.30223324879968
68,26.66757871146843
69,26.66757871146843
70,26.66757871146843
71,26.66757871146843
72,26.66757871146843
73,26.66757871146843
74,26.66757871146843
75,26.66757871146843
76,26.66757871146843
77,26.66757871146843
78,26.66757871146843
79,26.66757871146843
80,26.66757871146843
81,26.66757871146843
82,23.745240147721
83,23.745240147721
84,23.745240147721
85,23.745240147721
86,23.745240147721
87,23.745240147721
88,23.745240147721
89,23.745240147721
90,23.745240147721
91,23.745240147721
92,23.745240147721
93,23.745240147721
94,23.745240147721
95,23.745240147721
96,23.745240147721
97,23.745240147721
98,23.745240147721
99,23.745240147721
