iterations,fitness_level
0,13.290356903081209
1,13.290356903081209
2,13.290356903081209
3,13.290356903081209
4,13.290356903081209
5,13.290356903081209
6,13.290356903081209
7,12.35584946167423
8,12.35584946167423
9,12.31057702692772
10,12.31057702692772
11,12.31057702692772
12,12.31057702692772
13,12.31057702692772
14,11.866176406602706
15,11.866176406602706
16,11.866176406602706
17,11.866176406602706
18,11.849351450070927
19,11.314826197563267
20,11.314826197563267
21,11.314826197563267
22,11.314826197563267
23,11.314826197563267
24,11.314826197563267
25,11.314826197563267
26,10.580705976828838
27,10.580705976828838
28,9.855811550691492
29,9.855811550691492
30,9.855811550691492
31,9.855811550691492
32,9.855811550691492
33,9.855811550691492
34,9.855811550691492
35,9.855811550691492
36,9.855811550691492
37,9.855811550691492
38,9.855811550691492
39,9.855811550691492
40,9.855811550691492
41,9.855811550691492
42,9.855811550691492
43,9.855811550691492
44,9.855811550691492
45,9.855811550691492
46,9.855811550691492
47,9.855811550691492
48,9.855811550691492
49,9.855811550691492
50,9.855811550691492
51,9.855811550691492
52,9.855811550691492
53,9.855811550691492
54,9.855811550691492
55,9.855811550691492
56,9.855811550691492
57,9.855811550691492
58,9.855811550691492
59,9.855811550691492
60,9.855811550691492
61,9.855811550691492
62,9.855811550691492
63,9.855811550691492
64,9.855811550691492
65,9.855811550691492
66,9.855811550691492
67,9.855811550691492
68,9.855811550691492
69,9.855811550691492
70,9.855811550691492
71,9.855811550691492
72,9.855811550691492
73,9.855811550691492
74,9.855811550691492
75,9.855811550691492
76,9.855811550691492
77,9.855811550691492
78,9.855811550691492
79,9.855811550691492
80,9.855811550691492
81,9.855811550691492
82,9.855811550691492
83,9.855811550691492
84,9.36217203325977
85,9.36217203325977
86,9.36217203325977
87,9.36217203325977
88,9.36217203325977
89,9.36217203325977
90,9.36217203325977
91,9.36217203325977
92,9.36217203325977
93,9.36217203325977
94,9.36217203325977
95,9.36217203325977
96,9.36217203325977
97,9.36217203325977
98,9.36217203325977
99,9.36217203325977
